its,load_time(us),get_time(us)
23963,3554,62,14
23964,3333,26,12
23965,3718,50,12
23966,3344,43,14
23967,3330,26,14
23968,3805,57,14
23969,3298,43,14
23970,3266,24,14
23971,3713,54,14
23972,3382,47,14
23973,3555,26,12
23974,3418,53,15
23975,3337,29,17
23976,3713,62,13
23977,3344,43,15
23978,3302,23,15
23979,3792,50,15
23980,3282,39,14
23981,3293,44,12
23982,3554,48,14
23983,3292,42,14
23984,3691,26,14
23985,3301,47,13
23986,3331,40,14
23987,3677,30,15
23988,3265,47,38
23989,3265,40,14
23990,3682,29,15
23991,3303,48,13
23992,3499,36,13
23993,3470,49,14
23994,3334,41,15
23995,3723,27,14
23996,3320,52,14
23997,3327,52,16
23998,3529,31,14
23999,3332,49,14
24000,3510,33,12
24001,3783,38,14
24002,3303,73,13
24003,3288,47,14
24004,3624,30,14
24005,3341,52,12
24006,3317,40,13
24007,3429,27,15
24008,3338,47,13
24009,3687,46,13
24010,3297,23,15
24011,3304,43,13
24012,3585,29,14
24013,3301,50,13
24014,3303,40,14
24015,3597,41,14
24016,3326,44,15
24017,3681,45,13
24018,3331,24,14
24019,3305,41,14
24020,3653,53,14
24021,3334,24,13
24022,3302,44,13
24023,3570,61,95
24024,3552,24,14
24025,3618,46,15
24026,3341,45,14
24027,3271,23,15
24028,3702,48,14
24029,3305,27,13
24030,3340,64,12
24031,3480,55,14
24032,3291,24,15
24033,3595,46,14
24034,3252,45,15
24035,3290,25,16
24036,3717,50,15
24037,3289,62,13
24038,3456,25,14
24039,3742,55,15
24040,3285,49,14
24041,3431,21,12
24042,3439,47,15
24043,3250,46,14
24044,3640,25,14
24045,3317,49,13
24046,3255,23,14
24047,3595,49,13
24048,3287,42,13
24049,3419,23,13
24050,3500,45,15
24051,3251,42,14
24052,3700,25,17
24053,3289,46,14
24054,3347,45,14
24055,3726,28,15
24056,3345,54,14
24057,3334,50,15
24058,3719,28,16
24059,3328,56,15
24060,3508,45,15
24061,3333,27,15
24062,3330,48,15
24063,3529,53,15
24064,3336,26,15
24065,3330,49,15
24066,3524,26,14
24067,3327,54,15
24068,3486,40,15
24069,3334,27,15
24070,3332,47,14
24071,3550,50,15
24072,3314,24,14
24073,3255,40,14
24074,3640,44,14
24075,3250,26,14
24076,3406,32,11
24077,3397,60,13
24078,3286,24,15
24079,3642,47,14
24080,3286,43,13
24081,3284,23,14
24082,3664,44,15
24083,3269,26,13
24084,3284,44,16
24085,3643,47,14
24086,3326,26,15
24087,3582,40,13
24088,3399,50,17
24089,3331,25,15
24090,3689,52,16
24091,3331,48,16
24092,3325,26,15
24093,3520,49,13
24094,3286,46,14
24095,3443,21,12
24096,3499,66,22
24097,3308,42,15
24098,3664,25,15
24099,3331,46,15
24100,3327,43,14
24101,3648,26,13
24102,3288,45,16
24103,3283,25,14
24104,3677,49,15
24105,3286,46,14
24106,3714,21,12
24107,3255,50,13
24108,3250,45,14
24109,3589,27,14
24110,3333,48,15
24111,3292,45,14
24112,3552,26,14
24113,3305,48,14
24114,3428,40,14
24115,3450,28,14
24116,3350,58,14
24117,3744,48,14
24118,3333,27,14
24119,3332,47,14
24120,3536,26,14
24121,3306,48,13
24122,4000,41,13
24123,4957,54,17
24124,3406,84,14
24125,3781,65,14
24126,3332,27,14
24127,3548,38,13
24128,3561,57,15
24129,3307,27,15
24130,3725,53,14
24131,3295,64,27
24132,3264,24,14
24133,3817,50,14
24134,3301,42,15
24135,3308,25,14
24136,3774,56,15
24137,3299,43,14
24138,3559,24,13
24139,3399,48,14
24140,3299,23,13
24141,3720,50,15
24142,3266,41,14
24143,3299,24,15
24144,3682,57,14
24145,3336,43,15
24146,3477,21,11
24147,3520,51,16
24148,3332,42,16
24149,3709,29,14
24150,3265,51,15
24151,3270,39,15
24152,3723,29,14
24153,3301,46,13
24154,3394,40,12
24155,3548,27,14
24156,3298,44,15
24157,3611,25,14
24158,3303,47,13
24159,3355,41,14
24160,3542,30,14
24161,3334,52,13
24162,3329,41,14
24163,3527,32,15
24164,3332,49,14
24165,3507,48,13
24166,3333,25,14
24167,3327,47,14
24168,3502,56,14
24169,3332,27,14
24170,3330,49,45
24171,3534,55,14
24172,3332,26,14
24173,3539,49,15
24174,3332,26,14
24175,3328,44,14
24176,3498,50,16
24177,3330,26,13
24178,3393,31,12
24179,3458,55,15
24180,3386,30,16
24181,3543,59,14
24182,3335,50,15
24183,3343,33,15
24184,3540,56,14
24185,3325,48,14
24186,3395,25,12
24187,3432,51,15
24188,3331,44,14
24189,3507,26,14
24190,3346,45,13
24191,3330,41,14
24192,3488,27,15
24193,3326,54,15
24194,3367,25,13
24195,3453,47,14
24196,3332,39,15
24197,3496,29,15
24198,3333,46,14
24199,3337,43,14
24200,3499,28,16
24201,3324,46,14
24202,3387,32,12
24203,3429,23,14
24204,3343,40,14
24205,3550,42,12
24206,3332,24,14
24207,3331,43,15
24208,3502,50,14
24209,3325,23,14
24210,3457,38,13
24211,3339,26,14
24212,3333,45,14
24213,3497,50,15
24214,3333,25,16
24215,3332,42,15
24216,3694,49,14
24217,3299,24,14
24218,3655,44,14
24219,3265,42,13
24220,3290,25,14
24221,3643,48,14
24222,3334,45,13
24223,3304,24,13
24224,3756,52,13
24225,3276,44,14
24226,3474,24,12
24227,3441,48,15
24228,3282,50,14
24229,3780,26,13
24230,3324,45,15
24231,3303,24,16
24232,3668,57,16
24233,3334,40,15
24234,3374,58,13
24235,3578,46,16
24236,3250,37,15
24237,3635,28,15
24238,3285,44,14
24239,3285,41,15
24240,3599,29,14
24241,3317,46,14
24242,3286,43,15
24243,3627,29,15
24244,3281,66,73
24245,3732,45,16
24246,3341,27,15
24247,3285,42,13
24248,3605,28,15
24249,3285,48,14
24250,3287,40,13
24251,3727,30,15
24252,3304,49,14
24253,3405,48,12
24254,3397,25,14
24255,3286,43,13
24256,3693,47,14
24257,3401,27,14
24258,3319,46,14
24259,3701,49,14
24260,3286,24,12
24261,3341,60,14
24262,3528,48,15
24263,3720,41,15
24264,3630,88,16
24265,3337,55,14
24266,3294,23,15
24267,3670,55,15
24268,3311,25,15
24269,3304,43,14
24270,3650,49,13
24271,3305,24,14
24272,3591,45,14
24273,3332,42,15
24274,3283,25,13
24275,3685,55,14
24276,3362,48,15
24277,3339,27,15
24278,3707,59,16
24279,3332,47,14
24280,3576,37,12
24281,3361,61,16
24282,3327,41,15
24283,3780,27,15
24284,3334,51,16
24285,3349,29,16
24286,3615,72,15
24287,3336,47,14
24288,3545,23,12
24289,3551,61,15
24290,3332,44,15
24291,3622,27,14
24292,3326,51,14
24293,3320,41,14
24294,3677,27,13
24295,3303,48,15
24296,3361,67,13
24297,3576,27,14
24298,3301,44,15
24299,3732,43,13
24300,3265,25,15
24301,3272,44,14
24302,3751,32,14
24303,3312,49,13
24304,3300,42,14
24305,3673,29,14
24306,3300,46,16
24307,3520,39,13
24308,3441,25,16
24309,3263,46,14
24310,3624,44,13
24311,3304,25,16
24312,3300,40,14
24313,3569,47,13
24314,3300,25,15
24315,3488,31,11
24316,3480,44,14
24317,3290,24,14
24318,3670,45,13
24319,3298,41,13
24320,3288,23,14
24321,3737,52,14
24322,3288,25,15
24323,3335,69,26
24324,3585,49,13
24325,3288,25,13
24326,3605,43,14
24327,3325,42,14
24328,3331,24,15
24329,3499,53,14
24330,3332,41,14
24331,3339,25,14
24332,3555,48,13
24333,3331,42,14
24334,3500,27,13
24335,3327,48,13
24336,3330,39,15
24337,3502,30,13
24338,3338,45,15
24339,3359,28,13
24340,3446,49,15
24341,3343,46,15
24342,3561,26,14
24343,3325,48,15
24344,3331,41,13
24345,3525,30,15
24346,3334,51,14
24347,3401,32,12
24348,3432,28,15
24349,3330,48,14
24350,3510,47,14
24351,3326,26,15
24352,3331,43,13
24353,3488,53,14
24354,3334,27,15
24355,3391,31,12
24356,3430,50,15
24357,3345,26,16
24358,3488,47,15
24359,3338,27,16
24360,3336,45,15
24361,3533,53,15
24362,3333,27,15
24363,3384,31,11
24364,3432,46,14
24365,3345,27,15
24366,3485,48,16
24367,3325,44,14
24368,3332,26,16
24369,3686,54,14
24370,3332,46,15
24371,3489,21,12
24372,3524,53,15
24373,3331,43,15
24374,3501,27,14
24375,3330,50,15
24376,3327,25,15
24377,3633,58,15
24378,3334,45,16
24379,3449,21,12
24380,3456,53,14
24381,3331,46,14
24382,3486,28,15
24383,3332,51,14
24384,3324,45,15
24385,3533,31,16
24386,3342,52,15
24387,3392,31,11
24388,4617,45,17
24389,4542,49,14
24390,4611,67,18
24391,4576,24,13
24392,4694,97,115
24393,4631,42,14
24394,4676,38,20
24395,4609,86,26
24396,4623,45,17
24397,4521,95,16
24398,4713,70,20
24399,4484,35,18
24400,4801,87,19
24401,4714,97,20
24402,4653,53,22
24403,4570,96,18
24404,4680,85,19
24405,4538,36,19
24406,4676,76,18
24407,4540,66,18
24408,4721,39,19
24409,4520,71,20
24410,4777,78,17
24411,4668,42,18
24412,4731,98,21
24413,4635,40,20
24414,4747,92,19
24415,4544,69,18
24416,4673,40,19
24417,4581,86,19
24418,4742,75,20
24419,4530,47,18
24420,4548,79,17
24421,4591,64,17
24422,4732,34,17
24423,4493,76,20
24424,4606,68,21
24425,4595,35,19
24426,4674,71,18
24427,4535,67,20
24428,4604,37,18
24429,4505,78,20
24430,4719,37,20
24431,4579,74,19
24432,4708,75,18
24433,4504,37,20
24434,4656,69,18
24435,4507,97,19
24436,4502,33,18
24437,4600,72,20
24438,4646,64,18
24439,4505,37,18
24440,4569,41,13
24441,4567,70,21
24442,4499,21,12
24443,4704,75,22
24444,4506,50,12
24445,4597,42,21
24446,4509,74,18
24447,4660,70,22
24448,4510,33,17
24449,4582,72,17
24450,4504,34,18
24451,4711,71,20
24452,4522,72,19
24453,4716,36,18
24454,4492,74,18
24455,4558,72,20
24456,4511,33,20
24457,4594,77,20
24458,4526,65,17
24459,4620,39,19
24460,4081,54,14
24461,3675,45,14
24462,3332,26,16
24463,3329,46,15
24464,3641,56,15
24465,3332,27,14
24466,3356,47,68
24467,3456,29,16
24468,3334,46,14
24469,3523,46,14
24470,3330,27,14
24471,3328,44,15
24472,3486,52,23
24473,3326,25,14
24474,3387,31,12
24475,3435,48,15
24476,3330,24,14
24477,3483,48,16
24478,3330,43,15
24479,3328,24,15
24480,3487,56,15
24481,3326,46,14
24482,3451,21,12
24483,3534,51,13
24484,3330,45,14
24485,3500,27,16
24486,3331,51,14
24487,3333,26,15
24488,3538,52,16
24489,3327,41,15
24490,3392,22,12
24491,3467,49,14
24492,3329,44,15
24493,3598,27,14
24494,3333,51,15
24495,3328,41,14
24496,3495,29,14
24497,3327,52,16
24498,3390,31,12
24499,3426,26,15
24500,3333,49,14
24501,3487,52,14
24502,3334,27,15
24503,3330,49,15
24504,3563,33,15
24505,3341,58,14
24506,3389,31,11
24507,3432,29,14
24508,3338,48,15
24509,3716,49,15
24510,3333,25,16
24511,3331,46,15
24512,3664,55,14
24513,3332,25,15
24514,3325,31,25
24515,3568,52,13
24516,3333,26,14
24517,3583,33,11
24518,3499,61,15
24519,3331,26,16
24520,3553,53,15
24521,3334,51,15
24522,3483,36,16
24523,3712,94,14
24524,3328,25,14
24525,3301,42,29
24526,3568,55,13
24527,3329,25,14
24528,3659,50,14
24529,3301,45,14
24530,3268,25,14
24531,3697,52,14
24532,3267,41,14
24533,3292,25,14
24534,3667,50,13
24535,3385,47,15
24536,3721,26,14
24537,3347,55,15
24538,3330,47,13
24539,3640,31,16
24540,3327,55,22
24541,3353,27,14
24542,3537,56,15
24543,3332,45,15
24544,3456,22,11
24545,3534,74,14
24546,3329,48,15
24547,3696,35,15
24548,3335,60,15
24549,3331,64,14
24550,3525,32,14
24551,3326,52,15
24552,3338,35,12
24553,4437,43,19
24554,4531,73,17
24555,4679,69,20
24556,4491,36,18
24557,4621,78,19
24558,4536,34,19
24559,4724,91,20
24560,4588,62,19
24561,4722,38,20
24562,4580,70,20
24563,4601,71,18
24564,4495,37,18
24565,4678,70,19
24566,4565,64,20
24567,4711,36,20
24568,4463,70,21
24569,4539,72,18
24570,4499,34,20
24571,4614,76,18
24572,4661,68,20
24573,4756,41,18
24574,4599,77,21
24575,4722,73,19
24576,4499,35,18
24577,4558,75,18
24578,4586,35,20
24579,4602,78,18
24580,4585,67,19
24581,4691,37,18
24582,4512,70,21
24583,4645,74,19
24584,4530,35,18
24585,4609,69,19
24586,4527,66,18
24587,4658,36,19
24588,4573,73,18
24589,4655,54,18
24590,4603,38,18
24591,4514,40,13
24592,4700,70,18
24593,4587,21,11
24594,4679,71,19
24595,4549,25,13
24596,4584,77,19
24597,4539,74,14
24598,4625,40,20
24599,4509,70,17
24600,4653,69,18
24601,4504,38,19
24602,4788,72,18
24603,4585,65,19
24604,4641,40,17
24605,4554,72,20
24606,4761,69,18
24607,4512,37,39
24608,4902,59,16
24609,4749,55,18
24610,4861,35,15
24611,4744,59,17
24612,4774,63,19
24613,4783,33,14
24614,4771,66,17
24615,4755,21,11
24616,4918,75,19
24617,4587,63,12
24618,3599,35,15
24619,3335,55,14
24620,3491,45,14
24621,3327,27,15
24622,3330,48,15
24623,3498,57,15
24624,3335,27,15
24625,3359,40,13
24626,3432,50,15
24627,3332,27,16
24628,3539,52,15
24629,3328,48,15
24630,3330,26,15
24631,3496,53,15
24632,3333,27,14
24633,3390,32,12
24634,3428,51,16
24635,3337,26,15
24636,3490,56,15
24637,3328,46,15
24638,3330,26,14
24639,3503,63,14
24640,3344,55,16
24641,3988,29,13
24642,3460,93,16
24643,3335,50,15
24644,3529,29,14
24645,3334,53,15
24646,3327,47,15
24647,3505,30,15
24648,3335,55,16
24649,3427,35,12
24650,3446,28,14
24651,3332,54,15
24652,3668,27,15
24653,3338,56,15
24654,3331,44,15
24655,3510,30,15
24656,3332,56,15
24657,3339,50,15
24658,3633,39,14
24659,3333,58,15
24660,3517,48,15
24661,3335,25,16
24662,3330,54,16
24663,3520,60,16
24664,3328,26,14
24665,3331,49,15
24666,3767,56,13
24667,3330,28,14
24668,3556,40,13
24669,3343,28,16
24670,3328,49,14
24671,3555,52,14
24672,3327,31,17
24673,3325,46,15
24674,3635,54,14
24675,3333,27,15
24676,3534,40,13
24677,3382,50,16
24678,3332,24,15
24679,3507,55,15
24680,3330,45,15
24681,3327,25,14
24682,3511,57,15
24683,3335,48,17
24684,3451,25,14
24685,3388,50,15
24686,3342,27,15
24687,3487,52,22
24688,3356,42,14
24689,3327,27,15
24690,3667,59,15
24691,3332,48,16
24692,3402,24,13
24693,3393,47,16
24694,3331,44,15
24695,3583,29,14
24696,3333,49,15
24697,3327,47,15
24698,3671,35,14
24699,3335,54,14
24700,3429,31,12
24701,3506,30,16
24702,3333,52,15
24703,3496,52,15
24704,3331,25,16
24705,3328,48,16
24706,3487,29,14
24707,3326,50,14
24708,3398,33,13
24709,3426,28,14
24710,3331,49,14
24711,3559,50,17
24712,3333,26,15
24713,3331,47,17
24714,3493,60,15
24715,3330,26,14
24716,3446,32,12
24717,3461,48,14
24718,3332,26,14
24719,3491,54,16
24720,3334,48,16
24721,3331,24,13
24722,3495,56,14
24723,3333,28,15
24724,3395,40,13
24725,3481,45,13
24726,3315,24,27
24727,3723,51,14
24728,3333,44,15
24729,3338,25,14
24730,3747,53,14
24731,3330,37,14
24732,3294,24,14
24733,3740,52,13
24734,3300,44,15
24735,3718,28,14
24736,3328,46,15
24737,3305,40,13
24738,3628,29,14
24739,3299,44,14
24740,3298,40,13
24741,3688,30,14
24742,3265,47,13
24743,3703,26,14
24744,3334,52,16
24745,3331,46,15
24746,3560,32,16
24747,3342,54,15
24748,3333,44,17
24749,3668,32,15
24750,3325,54,14
24751,3635,42,14
24752,3330,26,14
24753,3334,49,15
24754,3660,53,14
24755,3332,26,15
24756,3331,47,15
24757,3682,54,15
24758,3331,25,17
24759,3534,42,15
24760,3327,26,14
24761,3334,53,20
24762,3525,58,15
24763,3345,27,15
24764,3332,44,14
24765,3541,52,15
24766,3330,24,14
24767,3488,44,14
24768,3327,45,15
24769,3329,25,15
24770,3540,51,15
24771,3298,43,15
24772,3297,24,14
24773,3648,49,14
24774,3299,41,13
24775,3619,26,15
24776,3265,45,13
24777,3314,43,14
24778,3639,29,14
24779,3295,45,15
24780,3408,31,16
24781,5022,91,16
24782,3933,68,15
24783,3545,38,16
24784,3333,66,16
24785,3408,34,13
24786,3435,29,17
24787,3370,60,15
24788,3514,61,14
24789,3334,25,15
24790,3337,55,14
24791,3532,69,16
24792,3337,30,15
24793,3329,56,14
24794,4580,86,20
24795,4506,41,21
24796,4674,86,17
24797,4589,35,19
24798,4625,75,19
24799,4584,67,19
24800,4605,39,18
24801,4600,70,19
24802,4775,71,18
24803,4561,33,19
24804,4751,74,17
24805,4579,59,18
24806,4709,42,20
24807,4591,69,19
24808,4799,72,20
24809,4582,35,21
24810,4572,75,19
24811,4553,62,17
24812,3471,29,15
24813,3334,59,15
24814,3452,25,13
24815,3339,57,14
24816,3333,46,15
24817,3416,29,14
24818,3332,50,14
24819,3332,44,14
24820,3416,29,14
24821,3334,53,15
24822,3384,36,12
24823,3335,27,15
24824,3332,46,16
24825,3419,47,15
24826,3332,26,14
24827,3327,46,15
24828,3422,51,15
24829,3348,27,15
24830,3373,30,13
24831,3425,51,15
24832,3331,28,14
24833,3537,58,14
24834,3335,28,16
24835,3333,56,22
24836,3523,50,16
24837,3334,26,15
24838,3398,31,12
24839,3420,57,15
24840,3334,24,14
24841,3481,53,16
24842,3368,42,15
24843,3333,25,14
24844,3420,51,15
24845,3332,46,16
24846,3377,24,12
24847,3402,52,14
24848,3330,47,13
24849,3427,28,16
24850,3334,47,16
24851,3324,26,23
24852,3430,51,14
24853,3334,49,14
24854,3372,21,12
24855,3380,49,16
24856,3330,46,15
24857,3462,26,16
24858,3333,49,14
24859,3328,44,15
24860,3419,28,14
24861,3368,49,15
24862,3359,37,13
24863,3382,27,14
24864,3333,45,15
24865,3486,45,14
24866,3369,25,16
24867,3327,43,14
24868,3422,45,14
24869,3331,25,16
24870,3336,43,15
24871,3452,28,15
24872,3331,46,15
24873,3410,73,12
24874,3325,27,15
24875,3335,43,15
24876,3736,53,14
24877,3335,25,15
24878,3329,42,15
24879,3647,52,14
24880,3373,25,16
24881,3503,30,12
24882,3524,48,17
24883,3325,25,15
24884,3444,47,13
24885,3361,41,14
24886,3330,23,15
24887,3572,44,14
24888,3286,24,14
24889,3291,58,13
24890,4753,65,18
24891,4670,42,14
24892,4648,65,17
24893,4644,60,13
24894,4727,34,18
24895,4574,31,12
24896,4691,76,20
24897,3665,29,20
24898,3766,56,14
24899,3332,49,14
24900,3502,20,11
24901,3564,50,13
24902,3286,45,14
24903,3643,26,13
24904,3251,48,14
24905,3286,41,15
24906,3612,25,15
24907,3352,48,15
24908,3331,25,15
24909,3659,60,50
24910,3369,43,13
24911,3575,24,15
24912,3330,50,16
24913,3351,43,14
24914,3685,34,17
24915,3514,86,18
24916,3387,55,16
24917,3556,33,16
24918,3337,69,15
24919,3423,31,11
24920,3437,30,15
24921,3333,52,16
24922,3514,49,15
24923,3336,27,14
24924,3341,44,13
24925,3598,28,13
24926,3320,48,15
24927,3288,42,14
24928,3660,25,14
24929,3288,44,14
24930,3595,43,27
24931,3251,25,15
24932,3285,41,15
24933,3675,45,14
24934,3315,25,14
24935,3286,43,15
24936,3722,47,14
24937,3291,26,14
24938,3507,31,11
24939,3497,44,16
24940,3317,25,14
24941,3674,43,14
24942,3288,25,15
24943,3289,44,14
24944,3692,47,14
24945,3334,26,16
24946,3332,44,14
24947,3754,50,15
24948,3325,28,15
24949,3598,31,12
24950,3402,48,15
24951,3332,26,15
24952,3641,49,13
24953,3334,43,14
24954,3324,22,13
24955,3639,46,14
24956,3333,41,15
24957,3463,21,11
24958,3367,44,16
24959,3286,42,14
24960,3814,25,16
24961,3307,43,15
24962,3285,25,13
24963,3702,48,13
24964,3308,44,14
24965,3328,28,14
24966,3553,49,16
24967,3333,46,15
24968,3486,28,14
24969,3334,48,15
24970,3331,43,15
24971,3486,26,14
24972,3391,49,15
24973,3329,44,16
24974,3669,30,15
24975,3337,51,15
24976,3593,40,15
24977,3336,26,15
24978,3333,45,15
24979,3662,29,15
24980,3336,50,15
24981,3332,48,13
24982,3515,27,13
24983,3333,53,21
24984,3497,35,13
24985,3338,25,15
24986,3330,47,15
24987,3493,47,15
24988,3335,27,14
24989,3329,44,13
24990,3490,48,15
24991,3332,25,15
24992,3480,35,11
24993,3296,41,14
24994,3298,25,13
24995,3684,48,15
24996,3334,42,14
24997,3337,25,13
24998,3701,51,14
24999,3265,25,13
25000,3553,46,12
25001,3632,92,14
25002,3334,25,14
25003,3367,53,14
25004,3781,64,16
25005,3325,25,14
25006,3296,33,11
25007,4619,86,19
25008,4632,22,15
25009,4547,73,19
25010,4489,64,18
25011,4553,37,18
25012,4493,70,18
25013,4712,75,17
25014,4579,34,18
25015,4653,74,20
25016,4491,35,20
25017,3891,69,16
25018,3347,56,15
25019,3452,22,12
25020,3386,59,16
25021,3330,50,15
25022,3416,27,14
25023,3341,54,14
25024,3329,42,15
25025,3513,28,14
25026,3332,52,15
25027,3331,44,16
25028,3542,31,15
25029,3334,50,15
25030,3504,48,16
25031,3326,26,15
25032,3343,49,14
25033,3424,55,14
25034,3341,26,15
25035,3330,45,14
25036,3424,30,14
25037,3329,51,13
25038,3513,37,13
25039,3328,27,13
25040,3327,44,16
25041,3553,53,15
25042,3334,34,17
25043,3331,46,15
25044,3555,58,14
25045,3333,25,15
25046,3369,32,12
25047,4641,81,20
25048,4674,23,12
25049,4660,75,19
25050,4619,40,13
25051,4532,38,19
25052,4515,67,17
25053,4397,31,22
25054,3339,60,14
25055,3485,51,17
25056,3326,26,17
25057,3332,54,16
25058,3625,54,15
25059,3341,27,15
25060,3512,60,11
25061,3538,62,15
25062,3330,25,15
25063,3629,49,14
25064,3335,47,15
25065,3333,25,15
25066,3488,48,15
25067,3334,44,15
25068,3392,21,12
25069,3433,50,14
25070,3333,26,14
25071,3492,52,14
25072,3326,48,15
25073,3339,25,16
25074,3494,56,16
25075,3370,52,15
25076,3417,23,13
25077,3742,88,17
25078,3674,68,16
25079,3483,33,14
25080,3334,59,15
25081,3334,46,17
25082,3426,27,16
25083,3378,50,15
25084,3465,37,12
25085,3454,26,15
25086,3332,48,16
25087,3677,49,14
25088,3332,25,14
25089,3341,45,15
25090,3517,27,14
25091,3332,48,16
25092,3341,47,17
25093,3440,32,18
25094,3333,52,14
25095,3390,36,13
25096,3345,26,16
25097,3341,46,14
25098,3620,48,15
25099,3335,25,15
25100,3334,47,15
25101,3436,50,15
25102,3342,27,15
25103,3380,33,12
25104,3385,47,14
25105,3324,34,16
25106,3426,46,13
25107,3333,25,15
25108,3333,47,15
25109,3437,49,14
25110,3333,24,14
25111,3383,36,12
25112,3383,46,13
25113,3327,25,13
25114,3423,43,15
25115,3340,47,15
25116,3345,25,14
25117,3418,48,15
25118,3334,43,15
25119,3330,29,13
25120,3394,58,15
25121,3336,43,15
25122,3420,26,15
25123,3332,48,15
25124,3332,43,15
25125,3540,31,14
25126,3340,45,14
25127,3331,24,16
25128,3665,54,15
25129,3327,50,21
25130,3441,40,28
25131,3369,50,15
25132,3339,46,15
25133,3549,28,15
25134,3333,49,16
25135,3338,47,16
25136,3422,31,16
25137,3840,64,17
25138,3381,36,12
25139,3490,31,16
25140,3370,52,15
25141,3686,59,15
25142,3337,26,14
25143,4102,66,16
25144,3991,30,15
25145,3341,57,14
25146,3680,50,14
25147,3334,27,15
25148,3329,46,15
25149,3692,51,14
25150,3282,24,14
25151,3390,35,12
25152,3440,46,14
25153,3321,24,14
25154,3640,45,14
25155,3289,41,15
25156,3254,24,16
25157,3614,48,15
25158,3361,41,15
25159,3379,51,26
25160,3521,48,15
25161,3289,40,13
25162,3641,24,14
25163,3322,44,13
25164,3255,24,13
25165,3673,47,14
25166,3254,40,13
25167,3249,24,13
25168,3673,54,15
25169,3287,42,13
25170,3669,27,13
25171,3288,49,15
25172,3315,39,14
25173,3659,27,14
25174,3347,44,15
25175,3251,42,13
25176,3620,30,15
25177,3320,46,13
25178,3649,32,35
25179,3302,25,14
25180,3301,45,13
25181,3628,27,14
25182,3333,50,14
25183,3299,41,13
25184,3681,30,15
25185,3284,49,15
25186,3449,33,12
25187,3473,32,15
25188,3309,49,14
25189,3615,50,14
25190,3332,24,14
25191,3370,45,13
25192,3696,51,14
25193,3264,25,14
25194,3679,44,14
25195,3332,43,14
25196,3359,25,15
25197,3664,52,14
25198,3306,26,15
25199,3336,48,16
25200,3725,59,15
25201,3328,27,15
25202,3541,57,15
25203,3325,46,32
25204,3305,25,14
25205,3818,48,15
25206,3298,44,13
25207,3331,24,13
25208,3665,49,15
25209,3308,45,15
25210,3702,30,14
25211,3331,51,15
25212,3326,42,15
25213,3547,32,16
25214,3345,51,16
25215,3455,31,12
25216,3435,28,14
25217,3403,57,14
25218,3676,47,18
25219,3762,93,17
25220,3339,59,16
25221,3573,32,16
25222,3326,64,17
25223,3526,46,14
25224,3387,28,15
25225,3334,52,15
25226,3558,60,15
25227,3335,26,15
25228,3346,52,15
25229,3625,52,14
25230,3333,24,14
25231,3550,40,13
25232,3274,44,16
25233,3326,25,15
25234,3696,52,14
25235,3289,26,15
25236,3289,44,15
25237,3675,50,14
25238,3322,25,15
25239,3430,62,11
25240,3547,59,16
25241,3333,28,15
25242,3869,61,15
25243,3513,57,14
25244,3389,25,14
25245,3758,58,13
25246,3305,40,14
25247,3439,37,36
25248,3611,52,14
25249,3333,44,14
25250,3695,25,13
25251,3326,48,13
25252,3329,42,13
25253,3741,29,14
25254,3302,50,13
25255,3409,24,13
25256,3709,58,14
25257,3304,47,13
25258,3514,26,13
25259,3375,53,15
25260,3326,42,15
25261,3736,27,14
25262,3337,47,14
25263,3304,42,14
25264,3600,28,14
25265,3330,49,15
25266,3448,30,11
25267,3496,25,14
25268,3256,46,14
25269,3680,46,13
25270,3283,26,13
25271,3289,44,16
25272,3595,29,16
25273,3288,45,14
25274,3287,41,13
25275,3662,31,14
25276,3319,45,14
25277,4050,57,92
25278,3565,29,15
25279,3326,47,14
25280,3730,46,14
25281,3333,24,15
25282,3331,34,12
25283,3551,51,14
25284,3331,25,14
25285,3504,48,15
25286,3346,46,15
25287,3328,26,14
25288,3539,46,14
25289,3331,41,15
25290,3332,24,15
25291,3508,54,14
25292,3331,27,15
25293,3506,50,17
25294,3333,47,14
25295,3331,25,14
25296,3486,58,15
25297,3333,48,15
25298,3333,26,14
25299,3494,62,15
25300,3346,48,16
25301,3495,28,15
25302,3333,54,14
25303,3331,42,15
25304,3493,31,14
25305,3334,50,15
25306,3331,48,15
25307,3492,32,15
25308,3328,49,15
25309,3527,23,12
25310,3336,67,16
25311,3400,55,15
25312,3515,35,14
25313,3327,55,14
25314,3335,52,14
25315,3505,32,15
25316,3331,53,14
25317,3497,50,15
25318,3338,27,15
25319,3331,48,14
25320,3629,56,16
25321,3328,25,15
25322,3332,44,17
25323,3604,51,15
25324,3333,25,16
25325,3598,43,14
25326,3335,26,16
25327,3331,46,15
25328,3713,57,15
25329,3339,28,15
25330,3326,47,15
25331,3649,54,16
25332,3334,27,14
25333,3698,43,14
25334,3334,47,17
25335,3331,25,15
25336,3487,51,15
25337,3334,44,16
25338,3330,24,15
25339,3673,56,14
25340,3335,46,17
25341,3491,26,16
25342,3338,52,15
25343,3340,44,14
25344,3596,29,15
25345,3333,49,14
25346,3328,25,16
25347,3726,61,15
25348,3326,43,14
25349,3494,27,15
25350,3330,52,14
25351,3348,57,104
25352,3871,37,14
25353,3334,51,16
25354,3351,45,13
25355,3469,29,14
25356,3338,50,15
25357,3494,48,16
25358,3332,28,15
25359,3873,96,17
25360,3767,85,15
