its,load_time(us),get_time(us)
71368,3539,47,15
71369,3344,44,16
71370,3334,26,49
71371,3552,50,34
71372,3331,25,51
71373,3593,36,24
71374,4664,73,20
71375,4662,25,35
71376,4589,65,42
71377,4656,44,20
71378,4744,40,50
71379,4629,48,29
71380,4697,100,23
71381,4657,56,84
71382,4559,88,23
71383,4477,71,46
71384,4479,39,22
71385,4482,71,18
71386,4551,72,62
71387,4478,39,65
71388,4436,53,33
71389,3326,25,34
71390,3666,46,60
71391,3592,42,33
71392,3332,27,15
71393,3508,55,45
71394,3332,43,45
71395,3401,24,36
71396,3393,44,41
71397,3331,43,15
71398,3506,29,14
71399,3326,47,34
71400,3329,39,33
71401,3602,31,38
71402,3348,52,32
71403,3578,38,29
71404,3334,27,14
71405,3331,49,29
71406,3501,28,51
71407,3325,44,32
71408,3329,42,45
71409,3588,36,76
71410,3617,48,29
71411,3506,46,32
71412,3334,28,15
71413,3332,48,32
71414,3532,70,34
71415,3380,29,14
71416,3333,52,15
71417,3757,56,39
71418,3327,27,48
71419,4107,56,30
71420,3346,47,34
71421,3331,26,50
71422,3589,51,15
71423,3333,48,45
71424,3368,26,14
71425,3437,48,45
71426,3330,25,17
71427,3599,33,36
71428,3397,49,46
71429,3332,27,15
71430,3496,49,16
71431,3333,47,13
71432,3332,26,52
71433,3497,59,48
71434,3592,46,31
71435,3490,23,13
71436,3328,47,44
71437,3334,43,31
71438,3488,29,14
71439,3332,47,47
71440,3329,41,13
71441,3555,32,41
71442,3333,45,15
71443,3556,26,36
71444,3333,45,46
71445,3327,41,15
71446,3541,29,15
71447,3333,53,45
71448,3330,42,45
71449,3562,32,16
71450,3332,50,34
71451,3633,47,42
71452,3333,28,49
71453,3325,43,48
71454,3798,53,27
71455,3327,29,33
71456,3514,39,13
71457,3346,47,16
71458,3330,27,16
71459,3491,51,15
71460,3334,43,32
71461,3334,25,14
71462,3486,52,43
71463,3341,27,48
71464,3536,33,37
71465,3332,44,17
71466,3330,27,47
71467,3607,51,32
71468,3334,42,30
71469,3331,26,16
71470,3710,59,36
71471,3329,42,31
71472,3796,26,38
71473,3326,45,16
71474,3332,43,34
71475,3566,32,15
71476,3335,52,48
71477,3344,45,16
71478,3539,29,39
71479,3332,41,33
71480,3486,26,15
71481,3324,59,78
71482,3626,46,32
71483,3496,29,36
71484,3334,45,32
71485,3394,36,33
71486,3388,26,37
71487,3332,42,32
71488,3489,45,15
71489,3331,26,36
71490,3324,40,32
71491,4486,68,57
71492,4616,35,43
71493,4878,60,19
71494,4612,54,19
71495,4839,37,43
71496,4640,58,38
71497,4721,63,38
71498,4616,33,55
71499,4774,62,20
71500,4633,46,36
71501,4734,72,59
71502,4579,59,11
71503,4578,45,49
71504,4501,64,18
71505,4635,71,21
71506,4577,33,73
71507,4611,68,60
71508,4492,60,56
71509,4651,39,45
71510,4543,65,44
71511,4847,113,69
71512,4592,43,72
71513,4575,77,20
71514,4493,64,18
71515,4630,37,20
71516,4529,65,42
71517,4684,38,49
71518,3956,50,45
71519,3507,49,31
71520,3332,25,34
71521,3330,44,15
71522,3530,51,45
71523,3331,27,37
71524,3484,37,13
71525,3335,46,15
71526,3332,26,47
71527,3541,48,32
71528,3332,41,33
71529,3329,26,35
71530,3508,49,17
71531,3328,42,15
71532,3491,23,24
71533,3335,46,32
71534,3332,25,14
71535,3615,55,56
71536,3364,46,30
71537,3330,27,49
71538,3708,59,16
71539,3331,43,32
71540,3425,25,13
71541,3380,48,32
71542,3330,43,33
71543,3544,30,42
71544,3333,49,14
71545,3337,48,43
71546,3565,39,15
71547,3332,58,46
71548,3412,31,24
71549,3501,28,38
71550,3332,45,33
71551,3584,47,45
71552,3334,26,15
71553,3331,42,16
71554,3494,29,39
71555,3333,45,32
71556,3389,30,20
71557,4747,44,53
71558,4588,33,12
71559,4650,66,56
71560,4545,22,23
71561,4648,65,18
71562,4623,64,45
71563,4760,43,66
71564,4535,60,27
71565,4660,69,43
71566,4528,35,43
71567,4853,65,18
71568,4526,62,40
71569,4667,39,19
71570,4493,64,61
71571,4682,38,20
71572,4496,69,61
71573,4682,70,20
71574,4527,38,19
71575,4613,71,60
71576,4516,82,52
71577,4679,38,48
71578,4153,45,32
71579,3601,49,46
71580,3333,26,35
71581,3327,41,32
71582,3622,56,45
71583,3333,26,32
71584,3573,39,60
71585,3475,49,44
71586,3333,25,46
71587,3545,52,13
71588,3332,42,17
71589,3336,27,36
71590,3485,51,32
71591,3325,26,15
71592,3455,31,30
71593,3500,47,32
71594,3332,26,36
71595,3687,46,16
71596,3341,42,34
71597,3335,25,50
71598,3586,48,34
71599,3337,42,33
71600,3428,23,13
71601,3428,65,16
71602,3334,47,17
71603,3487,27,53
71604,3334,44,31
71605,3331,40,15
71606,3538,27,51
71607,3340,41,48
71608,3486,23,14
71609,3325,48,31
71610,3334,41,32
71611,3708,31,45
71612,3364,46,14
71613,3332,42,15
71614,3626,31,15
71615,3348,53,33
71616,3490,42,45
71617,3367,28,19
71618,3330,45,49
71619,3537,49,14
71620,3335,26,51
71621,3335,43,31
71622,3495,48,47
71623,3332,26,36
71624,3623,46,16
71625,3333,43,44
71626,3326,25,35
71627,3725,52,33
71628,3343,25,36
71629,3345,43,14
71630,3716,48,44
71631,3330,25,45
71632,3947,43,29
71633,3333,43,36
71634,3331,25,36
71635,3671,55,15
71636,3334,45,15
71637,3326,25,51
71638,3819,62,51
71639,3361,45,15
71640,4546,48,17
71641,4548,108,41
71642,3484,92,37
71643,3642,32,56
71644,3325,43,46
71645,3692,27,48
71646,3334,46,15
71647,3332,40,15
71648,3537,30,52
71649,3335,43,32
71650,3334,39,23
71651,4519,48,19
71652,4591,62,12
71653,4663,101,18
71654,4527,60,19
71655,4694,72,62
71656,4555,48,26
71657,4690,40,51
71658,4551,34,26
71659,4626,64,40
71660,4671,24,44
71661,4620,66,70
71662,4595,36,22
71663,3929,62,17
71664,3335,46,15
71665,3509,29,15
71666,3345,53,15
71667,3334,47,35
71668,3505,29,50
71669,3324,47,33
71670,3507,40,31
71671,3335,25,36
71672,3331,40,17
71673,3503,53,46
71674,3332,27,35
71675,3330,42,31
71676,3510,54,33
71677,3325,26,35
71678,3529,49,16
71679,3331,43,15
71680,3343,27,36
71681,3606,54,15
71682,3333,25,36
71683,3333,41,16
71684,3716,53,15
71685,3331,25,53
71686,3732,45,17
71687,3326,44,31
71688,3332,25,14
71689,3717,53,34
71690,3334,59,17
71691,3549,21,12
71692,3489,54,16
71693,3339,45,45
71694,3824,29,17
71695,3333,47,14
71696,3329,42,33
71697,3702,32,39
71698,3327,45,44
71699,3483,22,12
71700,3488,50,45
71701,3329,42,31
71702,3531,27,54
71703,3331,42,31
71704,3333,40,15
71705,3540,29,15
71706,3326,49,33
71707,3528,31,25
71708,3341,26,39
71709,3333,43,14
71710,3494,50,16
71711,3334,26,39
71712,3329,43,15
71713,3684,53,33
71714,3328,27,34
71715,3609,42,30
71716,3328,43,43
71717,3340,24,34
71718,3505,70,37
71719,3358,29,16
71720,3334,50,44
71721,3452,58,45
71722,3344,28,33
71723,3380,35,31
71724,3397,49,44
71725,3329,27,17
71726,3417,48,46
71727,3334,46,30
71728,3329,26,45
71729,3417,48,32
71730,3331,40,44
71731,3373,21,12
71732,3513,52,32
71733,3334,44,32
71734,3541,28,51
71735,3332,43,30
71736,3343,26,46
71737,3548,51,16
71738,3341,45,34
71739,3373,24,26
71740,3378,57,15
71741,3352,43,16
71742,3416,28,48
71743,3330,44,42
71744,3330,41,32
71745,3418,28,14
71746,3378,55,37
71747,3399,33,12
71748,3381,28,40
71749,3324,47,32
71750,3422,44,15
71751,3332,25,17
71752,3328,45,15
71753,3425,50,33
71754,3334,26,38
71755,3355,35,24
71756,3399,29,39
71757,3327,44,45
71758,3417,42,33
71759,3331,27,16
71760,3331,41,31
71761,3472,52,16
71762,3333,24,48
71763,3333,41,34
71764,3614,52,15
71765,3342,26,17
71766,3736,51,25
71767,3337,45,15
71768,3331,25,15
71769,3582,57,16
71770,3335,44,47
71771,3357,27,15
71772,3420,53,33
71773,3332,27,15
71774,3377,34,12
71775,3502,50,14
71776,3333,26,51
71777,3575,75,34
71778,3452,65,16
71779,3349,29,54
71780,3436,60,17
71781,3333,42,35
71782,3376,22,24
71783,3379,46,32
71784,3325,39,16
71785,3582,26,35
71786,3334,44,16
71787,3333,43,15
71788,3498,30,54
71789,3335,43,14
71790,3335,24,34
71791,3430,53,16
71792,3327,43,14
71793,3424,24,14
71794,3333,48,34
71795,3335,42,17
71796,3422,27,37
71797,3334,43,17
71798,3332,42,45
71799,3420,31,16
71800,3331,49,14
71801,3446,31,13
71802,3505,29,15
71803,3333,51,37
71804,3489,52,16
71805,3355,27,48
71806,3331,41,32
71807,3442,50,16
71808,3329,25,36
71809,3373,34,22
71810,3394,28,49
71811,3333,42,16
71812,3424,44,14
71813,3333,24,16
71814,3332,41,14
71815,3419,49,40
71816,3327,26,15
71817,3333,44,15
71818,3474,53,33
71819,3332,26,16
71820,3419,44,15
71821,3343,43,33
71822,3343,25,36
71823,3417,48,32
71824,3327,45,17
71825,3333,28,35
71826,3465,51,43
71827,3333,25,36
71828,3519,37,39
71829,3333,43,54
71830,3356,26,35
71831,3456,49,14
71832,3327,44,14
71833,3332,25,47
71834,3419,54,15
71835,3333,46,44
71836,3468,23,31
71837,3471,47,14
71838,3331,43,32
71839,3522,28,38
71840,3326,44,47
71841,3330,43,44
71842,3548,30,37
71843,3335,46,35
71844,3496,34,12
71845,3403,28,15
71846,3333,46,46
71847,3423,28,38
71848,3324,44,30
71849,3326,43,47
71850,3618,33,16
71851,3334,51,15
71852,3433,33,34
71853,3402,34,34
71854,3333,48,31
71855,3523,51,16
71856,3340,28,16
71857,3328,45,16
71858,3551,56,31
71859,3333,26,48
71860,3330,44,47
71861,3423,55,32
71862,3332,26,35
71863,3386,33,12
71864,3363,27,16
71865,3326,48,16
71866,3420,47,33
71867,3333,25,15
71868,3331,41,14
71869,3418,49,15
71870,3334,26,16
71871,3376,31,28
71872,3423,53,34
71873,3327,26,49
71874,3488,45,45
71875,3331,47,31
71876,3332,26,14
71877,3626,57,33
71878,3341,54,47
71879,3454,28,27
71880,3367,47,31
71881,3325,43,17
71882,3485,26,49
71883,3333,44,29
71884,3328,25,15
71885,3496,51,17
71886,3332,43,46
71887,3486,21,26
71888,3333,45,35
71889,3327,45,33
71890,3490,28,50
71891,3334,43,31
71892,3372,45,30
71893,3594,31,15
71894,3331,54,49
71895,3524,42,15
71896,3335,27,14
71897,3360,43,31
71898,3708,47,32
71899,3283,23,15
71900,3314,41,50
71901,3699,32,35
71902,3288,39,43
71903,3635,42,40
71904,3352,28,15
71905,3329,44,15
71906,3778,55,16
71907,3333,25,37
71908,3326,44,17
71909,3527,52,44
71910,3332,25,46
71911,3484,37,41
71912,3343,43,34
71913,3330,25,34
71914,3490,46,37
71915,3331,43,16
71916,3324,26,35
71917,3490,52,32
71918,3387,28,15
71919,3605,39,28
71920,3811,86,16
71921,3337,29,16
71922,3533,75,37
71923,3333,44,31
71924,3329,25,12
71925,3509,54,31
71926,3330,44,16
71927,3511,29,55
71928,3363,46,15
71929,3330,42,35
71930,3509,29,35
71931,3334,43,14
71932,3343,34,14
71933,3477,29,38
71934,3330,43,15
71935,3501,52,15
71936,3330,25,15
71937,3335,44,34
71938,3548,27,51
71939,3333,44,32
71940,3425,33,21
71941,3445,25,16
71942,3330,44,45
71943,3576,49,33
71944,3326,28,36
71945,3330,45,31
71946,3506,55,33
71947,3333,26,16
71948,3478,37,13
71949,3343,49,34
71950,3341,25,16
71951,3506,49,33
71952,3327,42,15
71953,3332,25,51
71954,3672,59,17
71955,3357,26,16
71956,3575,41,41
71957,3332,54,15
71958,3350,28,15
71959,3506,58,16
71960,3358,48,30
71961,3325,26,14
71962,3674,47,30
71963,3500,44,34
71964,3513,25,51
71965,3333,45,33
71966,3332,41,30
71967,3493,29,51
71968,3340,42,15
71969,3359,39,27
71970,3427,27,18
71971,3332,46,14
71972,3712,48,33
71973,3332,26,35
71974,3332,42,16
71975,3583,30,37
71976,3332,44,46
71977,3382,35,21
71978,3431,26,16
71979,3326,47,33
71980,3489,46,33
71981,3333,24,41
71982,3371,44,42
71983,3594,45,15
71984,3315,26,32
71985,3434,47,19
71986,3491,44,28
71987,3252,24,30
71988,4064,73,40
71989,3779,65,42
71990,3328,26,34
71991,3511,50,15
71992,3353,25,45
71993,3738,46,29
71994,3307,42,14
71995,3308,24,45
71996,3636,46,16
71997,3345,40,58
71998,3286,38,32
71999,3699,44,15
72000,3267,39,42
72001,3346,39,15
72002,3762,50,30
72003,3323,58,40
72004,3301,26,15
72005,3664,47,27
72006,3505,44,30
72007,3302,41,30
72008,3730,50,15
72009,3334,43,14
72010,3475,25,13
72011,3427,50,15
72012,3333,24,14
72013,3667,51,42
72014,3325,40,31
72015,3303,23,15
72016,3677,48,31
72017,3328,39,30
72018,3557,37,23
72019,3281,44,42
72020,3290,40,40
72021,3713,28,34
72022,3333,40,30
72023,3329,41,42
72024,3802,29,48
72025,3288,40,14
72026,3380,52,44
72027,3519,28,32
72028,3341,42,15
72029,3789,41,48
72030,3455,71,15
72031,3335,48,42
72032,3620,32,15
72033,3322,51,42
72034,3336,33,39
72035,3590,25,34
72036,3267,40,41
72037,3818,46,15
72038,3277,25,14
72039,3310,43,39
72040,3736,52,15
72041,3333,25,49
72042,3330,43,30
72043,3638,48,15
72044,3332,25,45
72045,3635,46,14
72046,3328,27,14
72047,3276,42,15
72048,3674,51,45
72049,3303,25,51
72050,3326,41,29
72051,3731,48,29
72052,3326,27,14
72053,3534,41,41
72054,3330,41,14
72055,3327,24,33
72056,3762,51,44
72057,3331,40,30
72058,3293,22,15
72059,3714,64,14
72060,3326,41,14
72061,3672,24,44
72062,3335,42,14
72063,3340,42,42
72064,3642,27,36
72065,3265,38,30
72066,3358,24,46
72067,3573,48,45
72068,3300,41,42
72069,3676,26,45
72070,3306,42,29
72071,3303,38,15
72072,3659,28,15
72073,3758,60,39
72074,3601,37,82
72075,4001,40,16
72076,3345,69,30
72077,3740,52,30
72078,3367,24,33
72079,3287,40,31
72080,3585,41,30
72081,3301,23,31
72082,3338,39,14
72083,3483,25,33
72084,3329,39,31
72085,3488,45,43
72086,3326,25,40
72087,3339,39,32
72088,3606,49,40
72089,3486,25,13
72090,3502,30,20
72091,3525,43,44
72092,3302,24,43
72093,3656,42,14
72094,3323,41,41
72095,3327,24,53
72096,3532,52,30
72097,3333,42,28
72098,3352,21,23
72099,3469,54,30
72100,3331,40,15
72101,3501,26,46
72102,3339,40,32
72103,3326,23,33
72104,3499,45,44
72105,3331,39,30
72106,3404,21,13
72107,3348,47,32
72108,3328,42,41
72109,3514,27,14
72110,3331,45,40
72111,3338,40,14
72112,3516,28,39
72113,3325,43,15
72114,3500,31,22
72115,3337,24,47
72116,3336,41,29
72117,3548,42,15
72118,3333,24,33
72119,3328,41,51
72120,3522,31,46
72121,3334,40,14
72122,3501,39,14
72123,3330,25,14
72124,3331,42,30
72125,3495,50,15
72126,3333,25,33
72127,3331,41,14
72128,3492,47,29
72129,3338,24,14
72130,3487,46,30
72131,3330,43,14
72132,3333,24,30
72133,3481,48,33
72134,3334,41,30
72135,3408,21,12
72136,4363,74,43
72137,4677,60,53
72138,4602,36,17
72139,4677,64,38
72140,4603,36,18
72141,4657,33,31
72142,4615,66,60
72143,4613,26,29
72144,4522,76,65
72145,4548,31,12
72146,4076,28,37
72147,3345,60,40
72148,3674,49,15
72149,3327,27,32
72150,3277,43,28
72151,3496,43,43
72152,3288,25,34
72153,3390,36,27
72154,3505,42,29
72155,3285,25,31
72156,3581,31,13
72157,3251,25,48
72158,3286,40,30
72159,3577,44,14
72160,3289,26,35
72161,3323,38,15
72162,3511,47,15
72163,3285,24,15
72164,3312,58,22
72165,3618,73,40
72166,3455,34,56
72167,3966,86,15
72168,3343,51,33
72169,3338,28,49
72170,3662,45,16
72171,3336,46,46
72172,3336,25,15
72173,3767,49,15
72174,3337,25,16
72175,3635,43,15
72176,3331,58,14
72177,3358,28,16
72178,3773,51,46
72179,3333,48,31
72180,3330,26,49
72181,3617,48,45
72182,3330,44,30
72183,3500,21,35
72184,3327,53,34
72185,3326,41,31
72186,3510,28,15
72187,3334,49,32
72188,3330,44,31
72189,3509,27,14
72190,3332,45,49
72191,3402,36,24
72192,3461,28,15
72193,3326,46,16
72194,3569,29,37
72195,3333,46,44
72196,3332,41,15
72197,3516,29,62
72198,3358,44,17
72199,3494,63,13
72200,3355,25,14
72201,3264,44,15
72202,3743,46,31
72203,3299,23,17
72204,3300,40,41
72205,3710,47,15
72206,3308,23,31
72207,3397,41,23
72208,3580,45,15
72209,3284,24,46
72210,3840,42,31
72211,3282,26,14
72212,3283,41,15
72213,3665,51,33
72214,3290,25,31
72215,3255,39,40
72216,3830,42,41
72217,3256,24,15
72218,3508,31,12
72219,3468,44,32
72220,3326,24,31
72221,3739,43,42
72222,3281,61,14
72223,3333,24,40
72224,3819,46,40
72225,3319,39,15
72226,3311,36,46
72227,3680,52,13
72228,3255,39,41
72229,3655,25,31
72230,3250,41,37
72231,3253,23,30
72232,3668,44,28
72233,3286,36,15
72234,3254,24,33
72235,3713,49,14
72236,3307,43,48
72237,3696,26,33
72238,3341,45,16
72239,3340,43,14
72240,3609,30,37
72241,3332,41,16
72242,3330,42,35
72243,3718,34,15
72244,3330,50,33
72245,3709,36,27
72246,3334,28,52
72247,3329,41,14
72248,3656,33,37
72249,3327,59,104
72250,3627,55,29
72251,3580,31,35
72252,3296,42,41
72253,3701,64,53
72254,4639,35,19
72255,4739,60,18
72256,4584,55,58
72257,4660,35,62
72258,4625,56,39
72259,4789,57,54
72260,4622,34,17
72261,4724,59,53
72262,4613,59,59
72263,4728,34,44
72264,4617,55,17
72265,4714,62,41
72266,4534,36,17
72267,4770,61,59
72268,3850,33,23
72269,3330,50,30
72270,3488,47,33
72271,3338,25,14
72272,3624,42,30
72273,3326,48,38
72274,3275,24,43
72275,3689,44,15
72276,3299,42,15
72277,3331,37,44
72278,3736,47,29
72279,3317,41,42
72280,3598,26,31
72281,3353,42,15
72282,3254,38,14
72283,3638,26,14
72284,3286,43,15
72285,3426,25,39
72286,3641,49,34
72287,3331,43,44
72288,3485,23,43
72289,3334,47,33
72290,3336,44,14
72291,3606,27,37
72292,3333,45,14
72293,3330,44,44
72294,3694,27,16
72295,3342,48,33
72296,3457,36,34
72297,3416,27,36
72298,3328,44,39
72299,3744,50,15
72300,3390,28,47
72301,3723,58,16
72302,3733,45,16
72303,3338,82,33
72304,3421,36,13
72305,3378,28,53
72306,3332,49,45
72307,3452,44,44
72308,3334,26,48
72309,3391,47,44
72310,3525,50,42
72311,3326,26,45
72312,3377,31,27
72313,3392,45,47
72314,3333,26,48
72315,3544,41,31
72316,3333,42,15
72317,3332,24,33
72318,3544,51,14
72319,3327,46,32
72320,3348,24,39
72321,3422,50,15
72322,3331,24,16
72323,3431,44,42
72324,3333,42,15
72325,3332,26,33
72326,3429,46,46
72327,3334,44,15
72328,3337,27,38
72329,3449,47,16
72330,3332,43,46
72331,3466,24,12
72332,3383,53,31
72333,3335,44,35
72334,3466,28,15
72335,3332,47,16
72336,3332,43,16
72337,3434,29,51
72338,3331,47,46
72339,3374,21,12
72340,3383,47,17
72341,3334,43,34
72342,3417,27,15
72343,3333,49,33
72344,3333,41,32
72345,3419,27,15
72346,3331,44,45
72347,3392,34,29
72348,3378,27,15
72349,3327,46,15
72350,3433,50,15
72351,3375,28,15
72352,3338,47,31
72353,4775,51,15
72354,3333,27,16
72355,3745,48,16
72356,3340,46,15
72357,3332,28,49
72358,3551,48,15
72359,3338,26,38
72360,3326,51,44
72361,3551,44,33
72362,3332,27,15
72363,3492,44,32
72364,3333,44,44
72365,3332,27,36
72366,3490,47,15
72367,3330,43,45
72368,3353,24,40
72369,3441,44,47
72370,3342,42,16
72371,3488,26,16
72372,3334,45,44
72373,3332,53,32
72374,3517,31,39
72375,3350,41,31
72376,3476,21,12
72377,3526,49,45
72378,3351,44,16
72379,4098,33,54
72380,3333,42,41
72381,3353,42,16
72382,3692,32,16
72383,3333,51,14
72384,3577,31,38
72385,3474,27,47
72386,3284,39,28
72387,3651,45,29
72388,3280,24,34
72389,3341,41,30
72390,3643,43,30
72391,3299,22,40
72392,3434,30,26
72393,3526,47,14
72394,3291,24,13
72395,3652,43,40
72396,3338,24,31
72397,3265,36,42
72398,3703,52,26
72399,3301,24,29
72400,3287,37,27
72401,3697,48,39
72402,3331,22,32
72403,3756,39,13
72404,3284,38,27
72405,3285,23,12
72406,3674,44,13
72407,3310,37,13
72408,3298,24,29
72409,3699,41,14
72410,3299,38,28
72411,3748,24,29
72412,3306,38,14
72413,3298,22,31
72414,3667,42,40
72415,3255,38,13
72416,3251,22,29
72417,3719,45,37
72418,3287,38,14
72419,3702,21,30
72420,3325,46,16
72421,3300,38,39
72422,3650,25,16
72423,3336,40,40
72424,3357,38,27
72425,3487,28,36
72426,3332,38,39
72427,3452,37,13
72428,3342,25,46
72429,3331,38,28
72430,3494,27,47
72431,3357,41,31
72432,3327,39,40
72433,3502,26,15
72434,3325,47,30
72435,3465,38,13
72436,3373,27,17
72437,3330,48,15
72438,3493,48,17
72439,3331,27,36
72440,3335,50,45
72441,3519,58,15
72442,3432,31,15
72443,3606,51,33
72444,3445,60,44
72445,3355,27,16
72446,3504,50,32
72447,3334,54,31
72448,3352,27,16
72449,3506,51,15
72450,3338,24,44
72451,3418,33,11
72452,3499,45,45
72453,3331,25,17
72454,3567,58,18
72455,3334,45,15
72456,3331,25,14
72457,3505,50,16
72458,3338,43,34
72459,3422,22,29
72460,3425,46,15
72461,3333,45,34
72462,3560,33,14
72463,3349,54,34
72464,3341,43,16
72465,3505,29,41
72466,3334,46,33
72467,3406,21,12
72468,3519,48,35
72469,3335,42,15
72470,3593,28,16
72471,3344,50,41
72472,3333,43,47
72473,3701,30,15
72474,3331,55,33
72475,3530,40,32
72476,3528,29,35
72477,3333,43,32
72478,3659,49,15
72479,3327,26,15
72480,3331,44,15
72481,3534,52,15
72482,3332,25,37
72483,3485,33,12
72484,3542,48,30
72485,3331,25,15
72486,3582,49,16
72487,3347,26,14
72488,3331,48,15
72489,3495,48,35
72490,3331,27,16
72491,3384,33,20
72492,3434,47,33
72493,3332,26,15
72494,3680,51,31
72495,3325,43,48
72496,3327,26,47
72497,3682,55,33
72498,3335,43,15
72499,3468,21,13
72500,3427,47,39
72501,3357,43,37
72502,3548,26,14
72503,3333,50,15
72504,3326,25,36
72505,3664,53,46
72506,3342,43,16
72507,3458,22,13
72508,3503,49,33
72509,3329,43,15
72510,3668,26,51
72511,3340,46,16
72512,3446,61,17
72513,3989,30,15
72514,3304,49,15
72515,3428,31,12
72516,3876,35,40
72517,3464,46,34
72518,3616,42,14
72519,3335,26,28
72520,3360,41,26
72521,3720,40,28
72522,3287,23,43
72523,3603,32,12
72524,3516,25,13
72525,3277,39,40
72526,3732,39,58
72527,3298,26,29
72528,3294,38,37
72529,3558,45,37
72530,3304,24,14
72531,3519,34,37
72532,3482,40,27
72533,3281,23,14
72534,3731,43,31
72535,3307,39,28
72536,3330,23,14
72537,3623,51,41
72538,3300,38,27
72539,3353,35,52
72540,3640,49,44
72541,3299,24,32
72542,3671,41,28
72543,3351,42,14
72544,3326,24,44
72545,3706,44,31
72546,3298,39,14
72547,3295,24,33
72548,3711,48,45
72549,3346,41,28
72550,3647,38,12
72551,3329,43,13
72552,3253,39,40
72553,3693,28,15
72554,3266,44,46
72555,3298,41,14
72556,3702,30,14
72557,3350,46,42
72558,3646,34,29
72559,3359,47,52
72560,3374,42,31
72561,3717,27,34
72562,3298,43,30
72563,3296,38,29
72564,3512,30,37
72565,3334,41,14
72566,3461,38,12
72567,3347,26,32
72568,3332,40,32
72569,3500,42,16
72570,3331,24,32
72571,3332,42,20
72572,3539,46,31
72573,3331,24,34
72574,3489,42,13
72575,3346,42,30
72576,3338,24,14
72577,3507,47,15
72578,3341,25,50
72579,3386,30,12
72580,3429,47,16
72581,3367,28,40
72582,3568,60,17
72583,3694,80,32
72584,3358,28,49
72585,3562,59,16
72586,3334,46,16
72587,3406,23,12
72588,3436,50,48
72589,3330,38,31
72590,3562,30,37
72591,3334,46,15
72592,3330,41,33
72593,3698,32,18
72594,3334,48,15
72595,3385,25,56
72596,3668,55,15
72597,3332,45,14
72598,3725,27,35
72599,3341,45,34
72600,3330,41,33
72601,3694,29,16
72602,3330,49,16
72603,3332,41,15
72604,3723,32,36
72605,3333,43,15
72606,3572,44,33
72607,3333,25,50
72608,3330,44,45
72609,3650,50,16
72610,3328,27,49
72611,3333,33,17
72612,3487,59,33
72613,3376,25,47
72614,3518,46,45
72615,3334,26,31
72616,3330,39,29
72617,3505,50,45
72618,3334,26,35
72619,3328,30,33
72620,4572,82,43
72621,4574,37,21
72622,4640,68,44
72623,4492,57,17
72624,4714,36,20
72625,4541,64,61
72626,4702,65,21
72627,4491,35,50
72628,4644,69,60
72629,4523,59,18
72630,4517,38,65
72631,4486,76,54
72632,4707,39,69
72633,4138,45,16
72634,3729,45,14
72635,3334,25,33
72636,3325,49,38
72637,3676,57,15
72638,3333,27,16
72639,3390,31,11
72640,3455,50,15
72641,3331,29,15
72642,3688,66,17
72643,3357,54,45
72644,3338,28,16
72645,3573,54,47
72646,3327,46,34
72647,3363,26,14
72648,3439,50,15
72649,3331,47,15
72650,3488,27,41
72651,3334,47,16
72652,3333,24,36
72653,3492,51,45
72654,3343,42,16
72655,3357,26,28
72656,3491,47,14
72657,3332,45,46
72658,3487,27,51
72659,3333,43,15
72660,3333,43,15
72661,3492,30,52
72662,3327,54,30
72663,3426,32,28
72664,3429,27,35
72665,3332,42,31
72666,3490,51,34
72667,3332,27,48
72668,3330,39,40
72669,3495,29,49
72670,3327,41,17
72671,3396,38,34
72672,3379,27,51
72673,3370,48,33
72674,3507,50,15
72675,3335,27,15
72676,3331,47,15
72677,3498,70,16
72678,3337,25,35
72679,3387,30,20
72680,4623,73,46
72681,4557,41,27
72682,4625,64,43
72683,4530,32,21
72684,4666,39,66
72685,4493,39,44
72686,4596,38,21
72687,4634,44,24
72688,4616,67,19
72689,4464,22,12
72690,4578,81,43
72691,4479,59,43
72692,4455,36,17
72693,3332,59,32
72694,3643,52,47
72695,3325,26,46
72696,3331,42,31
72697,3590,46,32
72698,3331,26,36
72699,3557,37,13
72700,3418,43,46
72701,3357,25,49
72702,3563,48,14
72703,3331,45,46
72704,3333,25,48
72705,3639,55,33
72706,3333,26,15
72707,3564,40,14
72708,3454,51,47
72709,3332,25,60
72710,3737,47,31
72711,3332,41,45
72712,3335,26,14
72713,4592,86,54
72714,4302,77,59
72715,4541,51,84
72716,4545,78,20
72717,4701,66,62
72718,4472,37,45
72719,4627,63,20
72720,4520,59,60
72721,4613,37,46
72722,3599,44,43
72723,3646,34,21
72724,4497,75,20
72725,4558,44,12
72726,4684,38,47
72727,4587,39,27
72728,4688,63,57
72729,4595,44,25
72730,4698,81,42
72731,4566,30,45
72732,4719,44,64
72733,4651,51,63
72734,4649,68,40
72735,4526,35,65
72736,4673,67,44
72737,4539,60,31
72738,4758,40,50
72739,4549,48,35
72740,4804,62,38
72741,4625,25,13
72742,4795,61,18
72743,4697,21,22
72744,4714,96,60
72745,4568,32,57
72746,4774,33,44
72747,4850,49,17
72748,4675,58,18
72749,4577,36,26
72750,3359,43,30
72751,3285,40,13
72752,3647,27,37
72753,3316,46,43
72754,3332,38,33
72755,3720,31,39
72756,3330,44,47
72757,3641,47,39
72758,3376,27,12
72759,3272,42,40
72760,3722,27,32
72761,3462,47,17
72762,3436,49,16
72763,3717,38,17
72764,3331,54,14
72765,3405,36,22
